Name,Event,Bookmaker,Last Update,Point
Detroit Lions,Kansas City Chiefs vs Detroit Lions,FanDuel,2023-08-18T22:58:58Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,FanDuel,2023-08-18T22:58:58Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,William Hill (US),2023-08-18T23:00:17Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,William Hill (US),2023-08-18T23:00:17Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,MyBookie.ag,2023-08-18T22:58:57Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,MyBookie.ag,2023-08-18T22:58:57Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,PointsBet (US),2023-08-18T22:58:57Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,PointsBet (US),2023-08-18T22:58:57Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,BetRivers,2023-08-18T22:59:54Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,BetRivers,2023-08-18T22:59:54Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,BetUS,2023-08-18T23:00:09Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,BetUS,2023-08-18T23:00:09Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,LowVig.ag,2023-08-18T22:59:36Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,LowVig.ag,2023-08-18T22:59:36Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,SuperBook,2023-08-18T22:58:58Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,SuperBook,2023-08-18T22:58:58Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,Unibet,2023-08-18T22:58:57Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,Unibet,2023-08-18T22:58:57Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,BetOnline.ag,2023-08-18T22:58:57Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,BetOnline.ag,2023-08-18T22:58:57Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,Bovada,2023-08-18T23:00:17Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,Bovada,2023-08-18T23:00:17Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,BetMGM,2023-08-18T22:58:57Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,BetMGM,2023-08-18T22:58:57Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,DraftKings,2023-08-18T22:58:57Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,DraftKings,2023-08-18T22:58:57Z,-6.5
Detroit Lions,Kansas City Chiefs vs Detroit Lions,Barstool Sportsbook,2023-08-18T23:00:18Z,6.5
Kansas City Chiefs,Kansas City Chiefs vs Detroit Lions,Barstool Sportsbook,2023-08-18T23:00:18Z,-6.5
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,FanDuel,2023-08-18T22:58:58Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,FanDuel,2023-08-18T22:58:58Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,William Hill (US),2023-08-18T23:00:17Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,William Hill (US),2023-08-18T23:00:17Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,MyBookie.ag,2023-08-18T22:58:57Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,MyBookie.ag,2023-08-18T22:58:57Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,PointsBet (US),2023-08-18T22:58:57Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,PointsBet (US),2023-08-18T22:58:57Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,BetRivers,2023-08-18T22:59:54Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,BetRivers,2023-08-18T22:59:54Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,BetUS,2023-08-18T23:00:09Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,BetUS,2023-08-18T23:00:09Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,LowVig.ag,2023-08-18T22:59:36Z,6.5
Washington Commanders,Washington Commanders vs Arizona Cardinals,LowVig.ag,2023-08-18T22:59:36Z,-6.5
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,SuperBook,2023-08-18T22:58:58Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,SuperBook,2023-08-18T22:58:58Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,Unibet,2023-08-18T22:58:57Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,Unibet,2023-08-18T22:58:57Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,BetOnline.ag,2023-08-18T22:58:57Z,6.5
Washington Commanders,Washington Commanders vs Arizona Cardinals,BetOnline.ag,2023-08-18T22:58:57Z,-6.5
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,Bovada,2023-08-18T23:00:17Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,Bovada,2023-08-18T23:00:17Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,BetMGM,2023-08-18T22:58:57Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,BetMGM,2023-08-18T22:58:57Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,DraftKings,2023-08-18T22:58:57Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,DraftKings,2023-08-18T22:58:57Z,-6.0
Arizona Cardinals,Washington Commanders vs Arizona Cardinals,Barstool Sportsbook,2023-08-18T23:00:18Z,6.0
Washington Commanders,Washington Commanders vs Arizona Cardinals,Barstool Sportsbook,2023-08-18T23:00:18Z,-6.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,FanDuel,2023-08-18T22:58:58Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,FanDuel,2023-08-18T22:58:58Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,William Hill (US),2023-08-18T23:00:17Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,William Hill (US),2023-08-18T23:00:17Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,MyBookie.ag,2023-08-18T22:58:57Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,MyBookie.ag,2023-08-18T22:58:57Z,3.5
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,PointsBet (US),2023-08-18T22:58:57Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,PointsBet (US),2023-08-18T22:58:57Z,3.5
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,BetRivers,2023-08-18T22:59:54Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,BetRivers,2023-08-18T22:59:54Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,BetUS,2023-08-18T23:00:09Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,BetUS,2023-08-18T23:00:09Z,3.5
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,LowVig.ag,2023-08-18T22:59:36Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,LowVig.ag,2023-08-18T22:59:36Z,3.5
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,SuperBook,2023-08-18T22:58:58Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,SuperBook,2023-08-18T22:58:58Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,Unibet,2023-08-18T22:58:57Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,Unibet,2023-08-18T22:58:57Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,BetOnline.ag,2023-08-18T22:58:57Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,BetOnline.ag,2023-08-18T22:58:57Z,3.5
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,Bovada,2023-08-18T23:00:17Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,Bovada,2023-08-18T23:00:17Z,3.5
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,BetMGM,2023-08-18T22:58:57Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,BetMGM,2023-08-18T22:58:57Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,DraftKings,2023-08-18T22:58:57Z,-3.0
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,DraftKings,2023-08-18T22:58:57Z,3.0
Atlanta Falcons,Atlanta Falcons vs Carolina Panthers,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.5
Carolina Panthers,Atlanta Falcons vs Carolina Panthers,Barstool Sportsbook,2023-08-18T23:00:18Z,3.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,FanDuel,2023-08-18T22:58:58Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,FanDuel,2023-08-18T22:58:58Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,William Hill (US),2023-08-18T23:00:17Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,William Hill (US),2023-08-18T23:00:17Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,MyBookie.ag,2023-08-18T22:58:57Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,MyBookie.ag,2023-08-18T22:58:57Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,PointsBet (US),2023-08-18T22:58:57Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,PointsBet (US),2023-08-18T22:58:57Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,BetRivers,2023-08-18T22:59:54Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,BetRivers,2023-08-18T22:59:54Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,BetUS,2023-08-18T23:00:09Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,BetUS,2023-08-18T23:00:09Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,LowVig.ag,2023-08-18T22:59:36Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,LowVig.ag,2023-08-18T22:59:36Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,SuperBook,2023-08-18T22:58:58Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,SuperBook,2023-08-18T22:58:58Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,Unibet,2023-08-18T22:58:57Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,Unibet,2023-08-18T22:58:57Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,BetOnline.ag,2023-08-18T22:58:57Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,BetOnline.ag,2023-08-18T22:58:57Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,Bovada,2023-08-18T23:00:17Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,Bovada,2023-08-18T23:00:17Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,BetMGM,2023-08-18T22:58:57Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,BetMGM,2023-08-18T22:58:57Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,DraftKings,2023-08-18T22:58:57Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,DraftKings,2023-08-18T22:58:57Z,9.5
Baltimore Ravens,Baltimore Ravens vs Houston Texans,Barstool Sportsbook,2023-08-18T23:00:18Z,-9.5
Houston Texans,Baltimore Ravens vs Houston Texans,Barstool Sportsbook,2023-08-18T23:00:18Z,9.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,FanDuel,2023-08-18T22:58:58Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,FanDuel,2023-08-18T22:58:58Z,1.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,William Hill (US),2023-08-18T23:00:17Z,-2.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,William Hill (US),2023-08-18T23:00:17Z,2.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,MyBookie.ag,2023-08-18T22:58:57Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,MyBookie.ag,2023-08-18T22:58:57Z,1.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,PointsBet (US),2023-08-18T22:58:57Z,-1.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,PointsBet (US),2023-08-18T22:58:57Z,1.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,BetRivers,2023-08-18T22:59:54Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,BetRivers,2023-08-18T22:59:54Z,1.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,BetUS,2023-08-18T23:00:09Z,-2.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,BetUS,2023-08-18T23:00:09Z,2.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,LowVig.ag,2023-08-18T22:59:36Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,LowVig.ag,2023-08-18T22:59:36Z,1.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,SuperBook,2023-08-18T22:58:58Z,-2.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,SuperBook,2023-08-18T22:58:58Z,2.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,Unibet,2023-08-18T22:58:57Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,Unibet,2023-08-18T22:58:57Z,1.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,BetOnline.ag,2023-08-18T22:58:57Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,BetOnline.ag,2023-08-18T22:58:57Z,1.5
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,Bovada,2023-08-18T23:00:17Z,-1.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,Bovada,2023-08-18T23:00:17Z,1.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,BetMGM,2023-08-18T22:58:57Z,-1.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,BetMGM,2023-08-18T22:58:57Z,1.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,DraftKings,2023-08-18T22:58:57Z,-1.0
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,DraftKings,2023-08-18T22:58:57Z,1.0
Cincinnati Bengals,Cleveland Browns vs Cincinnati Bengals,Barstool Sportsbook,2023-08-18T23:00:18Z,-1.5
Cleveland Browns,Cleveland Browns vs Cincinnati Bengals,Barstool Sportsbook,2023-08-18T23:00:18Z,1.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,FanDuel,2023-08-18T22:58:58Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,FanDuel,2023-08-18T22:58:58Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,William Hill (US),2023-08-18T23:00:17Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,William Hill (US),2023-08-18T23:00:17Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,MyBookie.ag,2023-08-18T22:58:57Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,MyBookie.ag,2023-08-18T22:58:57Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,PointsBet (US),2023-08-18T22:58:57Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,PointsBet (US),2023-08-18T22:58:57Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,BetRivers,2023-08-18T22:59:54Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,BetRivers,2023-08-18T22:59:54Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,BetUS,2023-08-18T23:00:09Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,BetUS,2023-08-18T23:00:09Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,LowVig.ag,2023-08-18T22:59:36Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,LowVig.ag,2023-08-18T22:59:36Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,SuperBook,2023-08-18T22:58:58Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,SuperBook,2023-08-18T22:58:58Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,Unibet,2023-08-18T22:58:57Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,Unibet,2023-08-18T22:58:57Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,BetOnline.ag,2023-08-18T22:58:57Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,BetOnline.ag,2023-08-18T22:58:57Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,Bovada,2023-08-18T23:00:17Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,Bovada,2023-08-18T23:00:17Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,BetMGM,2023-08-18T22:58:57Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,BetMGM,2023-08-18T22:58:57Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,DraftKings,2023-08-18T22:58:57Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,DraftKings,2023-08-18T22:58:57Z,6.5
Minnesota Vikings,Minnesota Vikings vs Tampa Bay Buccaneers,Barstool Sportsbook,2023-08-18T23:00:18Z,-6.5
Tampa Bay Buccaneers,Minnesota Vikings vs Tampa Bay Buccaneers,Barstool Sportsbook,2023-08-18T23:00:18Z,6.5
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,FanDuel,2023-08-18T22:58:58Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,FanDuel,2023-08-18T22:58:58Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,William Hill (US),2023-08-18T23:00:17Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,William Hill (US),2023-08-18T23:00:17Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,MyBookie.ag,2023-08-18T22:58:57Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,MyBookie.ag,2023-08-18T22:58:57Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,PointsBet (US),2023-08-18T22:58:57Z,2.5
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,PointsBet (US),2023-08-18T22:58:57Z,-2.5
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,BetRivers,2023-08-18T22:59:54Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,BetRivers,2023-08-18T22:59:54Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,BetUS,2023-08-18T23:00:09Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,BetUS,2023-08-18T23:00:09Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,LowVig.ag,2023-08-18T22:59:36Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,LowVig.ag,2023-08-18T22:59:36Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,Unibet,2023-08-18T22:58:57Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,Unibet,2023-08-18T22:58:57Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,BetOnline.ag,2023-08-18T22:58:57Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,BetOnline.ag,2023-08-18T22:58:57Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,Bovada,2023-08-18T23:00:17Z,2.5
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,Bovada,2023-08-18T23:00:17Z,-2.5
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,BetMGM,2023-08-18T22:58:57Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,BetMGM,2023-08-18T22:58:57Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,DraftKings,2023-08-18T22:58:57Z,2.5
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,DraftKings,2023-08-18T22:58:57Z,-2.5
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,SuperBook,2023-08-18T22:58:58Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,SuperBook,2023-08-18T22:58:58Z,-3.0
Pittsburgh Steelers,Pittsburgh Steelers vs San Francisco 49ers,Barstool Sportsbook,2023-08-18T23:00:18Z,3.0
San Francisco 49ers,Pittsburgh Steelers vs San Francisco 49ers,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,FanDuel,2023-08-18T22:58:58Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,FanDuel,2023-08-18T22:58:58Z,-3.5
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,William Hill (US),2023-08-18T23:00:17Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,William Hill (US),2023-08-18T23:00:17Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,MyBookie.ag,2023-08-18T22:58:57Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,MyBookie.ag,2023-08-18T22:58:57Z,-3.5
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,PointsBet (US),2023-08-18T22:58:57Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,PointsBet (US),2023-08-18T22:58:57Z,-3.5
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,BetRivers,2023-08-18T22:59:54Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,BetRivers,2023-08-18T22:59:54Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,BetUS,2023-08-18T23:00:09Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,BetUS,2023-08-18T23:00:09Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,LowVig.ag,2023-08-18T22:59:36Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,LowVig.ag,2023-08-18T22:59:36Z,-3.5
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,SuperBook,2023-08-18T22:58:58Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,SuperBook,2023-08-18T22:58:58Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,Unibet,2023-08-18T22:58:57Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,Unibet,2023-08-18T22:58:57Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,BetOnline.ag,2023-08-18T22:58:57Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,BetOnline.ag,2023-08-18T22:58:57Z,-3.5
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,Bovada,2023-08-18T23:00:17Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,Bovada,2023-08-18T23:00:17Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,BetMGM,2023-08-18T22:58:57Z,4.0
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,BetMGM,2023-08-18T22:58:57Z,-4.0
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,DraftKings,2023-08-18T22:58:57Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,DraftKings,2023-08-18T22:58:57Z,-3.5
Indianapolis Colts,Indianapolis Colts vs Jacksonville Jaguars,Barstool Sportsbook,2023-08-18T23:00:18Z,3.5
Jacksonville Jaguars,Indianapolis Colts vs Jacksonville Jaguars,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.5
New Orleans Saints,New Orleans Saints vs Tennessee Titans,FanDuel,2023-08-18T22:58:58Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,FanDuel,2023-08-18T22:58:58Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,William Hill (US),2023-08-18T23:00:17Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,William Hill (US),2023-08-18T23:00:17Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,MyBookie.ag,2023-08-18T22:58:57Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,MyBookie.ag,2023-08-18T22:58:57Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,PointsBet (US),2023-08-18T22:58:57Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,PointsBet (US),2023-08-18T22:58:57Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,BetRivers,2023-08-18T22:59:54Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,BetRivers,2023-08-18T22:59:54Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,BetUS,2023-08-18T23:00:09Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,BetUS,2023-08-18T23:00:09Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,LowVig.ag,2023-08-18T22:59:36Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,LowVig.ag,2023-08-18T22:59:36Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,SuperBook,2023-08-18T22:58:58Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,SuperBook,2023-08-18T22:58:58Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,Unibet,2023-08-18T22:58:57Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,Unibet,2023-08-18T22:58:57Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,BetOnline.ag,2023-08-18T22:58:57Z,-3.0
