Name,Event,Bookmaker,Last Update,Point
Carolina Panthers,Carolina Panthers vs Tampa Bay Buccaneers,BetUS,2023-08-18T23:00:09Z,-2.5
Tampa Bay Buccaneers,Carolina Panthers vs Tampa Bay Buccaneers,BetUS,2023-08-18T23:00:09Z,2.5
Chicago Bears,Green Bay Packers vs Chicago Bears,DraftKings,2023-08-18T22:58:58Z,2.0
Green Bay Packers,Green Bay Packers vs Chicago Bears,DraftKings,2023-08-18T22:58:58Z,-2.0
Cincinnati Bengals,Cincinnati Bengals vs Cleveland Browns,DraftKings,2023-08-18T22:58:58Z,-3.5
Cleveland Browns,Cincinnati Bengals vs Cleveland Browns,DraftKings,2023-08-18T22:58:58Z,3.5
Cincinnati Bengals,Cincinnati Bengals vs Cleveland Browns,BetUS,2023-08-18T23:00:09Z,-3.5
Cleveland Browns,Cincinnati Bengals vs Cleveland Browns,BetUS,2023-08-18T23:00:09Z,3.5
Dallas Cowboys,Washington Commanders vs Dallas Cowboys,DraftKings,2023-08-18T22:58:58Z,-3.0
Washington Commanders,Washington Commanders vs Dallas Cowboys,DraftKings,2023-08-18T22:58:58Z,3.0
Denver Broncos,Las Vegas Raiders vs Denver Broncos,DraftKings,2023-08-18T22:58:58Z,-1.0
Las Vegas Raiders,Las Vegas Raiders vs Denver Broncos,DraftKings,2023-08-18T22:58:58Z,1.0
Detroit Lions,Detroit Lions vs Minnesota Vikings,DraftKings,2023-08-18T22:58:58Z,-2.5
Minnesota Vikings,Detroit Lions vs Minnesota Vikings,DraftKings,2023-08-18T22:58:58Z,2.5
Houston Texans,Indianapolis Colts vs Houston Texans,DraftKings,2023-08-18T22:58:58Z,1.5
Indianapolis Colts,Indianapolis Colts vs Houston Texans,DraftKings,2023-08-18T22:58:58Z,-1.5
Jacksonville Jaguars,Tennessee Titans vs Jacksonville Jaguars,DraftKings,2023-08-18T22:58:58Z,-2.5
Tennessee Titans,Tennessee Titans vs Jacksonville Jaguars,DraftKings,2023-08-18T22:58:58Z,2.5
Jacksonville Jaguars,Tennessee Titans vs Jacksonville Jaguars,BetUS,2023-08-18T23:00:09Z,-2.5
Tennessee Titans,Tennessee Titans vs Jacksonville Jaguars,BetUS,2023-08-18T23:00:09Z,2.5
Kansas City Chiefs,Los Angeles Chargers vs Kansas City Chiefs,DraftKings,2023-08-18T22:58:58Z,-2.0
Los Angeles Chargers,Los Angeles Chargers vs Kansas City Chiefs,DraftKings,2023-08-18T22:58:58Z,2.0
Kansas City Chiefs,Los Angeles Chargers vs Kansas City Chiefs,BetUS,2023-08-18T23:00:09Z,-2.0
Los Angeles Chargers,Los Angeles Chargers vs Kansas City Chiefs,BetUS,2023-08-18T23:00:09Z,2.0
New England Patriots,New England Patriots vs New York Jets,DraftKings,2023-08-18T22:58:58Z,1.0
New York Jets,New England Patriots vs New York Jets,DraftKings,2023-08-18T22:58:58Z,-1.0
New York Giants,New York Giants vs Philadelphia Eagles,DraftKings,2023-08-18T22:58:58Z,3.0
Philadelphia Eagles,New York Giants vs Philadelphia Eagles,DraftKings,2023-08-18T22:58:58Z,-3.0
Los Angeles Rams,San Francisco 49ers vs Los Angeles Rams,DraftKings,2023-08-18T22:58:58Z,7.0
San Francisco 49ers,San Francisco 49ers vs Los Angeles Rams,DraftKings,2023-08-18T22:58:58Z,-7.0
Los Angeles Rams,San Francisco 49ers vs Los Angeles Rams,BetUS,2023-08-18T23:00:09Z,7.0
San Francisco 49ers,San Francisco 49ers vs Los Angeles Rams,BetUS,2023-08-18T23:00:09Z,-7.0
